customer_id,customer_name,email,age,gender,city,state,signup_date,income,purchase_count,total_spent,satisfaction_score,email_valido,signup_date_year,signup_date_month,signup_date_quarter,signup_date_weekday,customer_segment
CUST000774,Dra. Ana Carolina Cavalcanti,dra..ana.carolina.cavalcanti@email.com,38.0,feminino,Curitiba,PR,2021-05-20,1478.0,8,1060.0,3.7,True,2021,5,2,Thursday,Low Value
CUST004202,Léo Rios,leo.rios@webmail.com,25.0,masculino,Juiz de Fora,MG,2021-05-21,900.0,7,828.0,4.3,True,2021,5,2,Friday,Low Value
CUST003241,Maitê Câmara,maite.camara@mail.com,18.0,feminino,Goiânia,GO,2021-05-23,3400.0,8,166818.0,3.1,True,2021,5,2,Sunday,High Value
CUST004510,Luana Viana,luana.viana@webmail.com,29.0,feminino,Serra,ES,2021-05-24,3124.0,8,1851.0,4.0,True,2021,5,2,Monday,Medium Value
CUST004779,Luiz Felipe Barros,luiz.felipe.barros@webmail.com,46.0,masculino,Niterói,RJ,2021-05-25,3126.0,9,2088.0,5.0,True,2021,5,2,Tuesday,High Value
CUST002946,Maria Cecília Alves,maria.cecilia.alves@mail.com,74.0,feminino,Sorocaba,SP,2021-05-26,3572.0,6,1802.0,3.2,True,2021,5,2,Wednesday,Medium Value
CUST001968,Raul Fogaça,raul.fogaca@provedor.com.br,29.0,masculino,Porto Alegre,RS,2021-05-28,4755.0,5,926.0,4.0,True,2021,5,2,Friday,Low Value
CUST000455,Thiago Pereira,thiago.pereira@email.com,22.0,masculino,Sorocaba,SP,2021-05-28,2940.0,12,2790.0,4.5,True,2021,5,2,Friday,High Value
CUST001530,Luiz Gustavo Novais,luiz.gustavo.novais@correio.net,34.0,masculino,Vitória da Conquista,BA,2021-05-31,2424.0,5,741.0,4.0,True,2021,5,2,Monday,Low Value
CUST001427,Ana Carolina Garcia,ana.carolina.garcia@provedor.com.br,44.0,outro,Maringá,PR,2021-06-01,3778.0,7,1507.0,4.7,True,2021,6,2,Tuesday,Medium Value
CUST001834,Amanda Vargas,amanda.vargas@provedor.com.br,31.0,feminino,Ribeirão Preto,SP,2021-06-01,5236.0,6,1367.0,5.0,True,2021,6,2,Tuesday,Medium Value
CUST004399,Davi Lucas Andrade,davi.lucas.andrade@correio.net,29.0,masculino,Caxias do Sul,RS,2021-06-05,3377.0,8,1682.0,3.3,True,2021,6,2,Saturday,Medium Value
CUST003007,Samuel Abreu,samuel.abreu@provedor.com.br,50.0,masculino,Contagem,MG,2021-06-08,2750.0,3,790.0,4.1,True,2021,6,2,Tuesday,Low Value
CUST001765,Caleb Guerra,caleb.guerra@email.com,68.0,masculino,Porto Alegre,RS,2021-06-08,6586.0,6,1661.0,4.6,True,2021,6,2,Tuesday,Medium Value
CUST002020,Enzo Gabriel Araújo,enzo.gabriel.araujo@provedor.com.br,46.0,masculino,Salvador,BA,2021-06-10,3896.0,4,1387.0,4.6,True,2021,6,2,Thursday,Medium Value
CUST003938,Valentim Sousa,valentim.sousa@correio.net,52.0,masculino,Ananindeua,PA,2021-06-14,2881.0,8,1761.0,3.6,True,2021,6,2,Monday,Medium Value
CUST000146,Olivia Câmara,olivia.camara@webmail.com,53.0,feminino,Recife,PE,2021-06-15,1885.0,6,894.0,4.1,True,2021,6,2,Tuesday,Low Value
CUST003840,Vicente Vargas,vicente.vargas@provedor.com.br,36.0,masculino,Rio de Janeiro,RJ,2021-06-15,3747.0,4,800.0,4.5,True,2021,6,2,Tuesday,Low Value
CUST002364,Theo Nascimento,theo.nascimento@webmail.com,47.0,masculino,Juazeiro do Norte,CE,2021-06-17,5156.0,5,1354.0,3.2,True,2021,6,2,Thursday,Medium Value
CUST003260,Maria Júlia Castro,maria.julia.castro@provedor.com.br,38.0,feminino,Brasília,DF,2021-06-17,2069.0,8,1378.0,2.9,True,2021,6,2,Thursday,Medium Value
CUST002035,Dr. Luiz Gustavo Pires,dr..luiz.gustavo.pires@webmail.com,42.0,masculino,Sorocaba,SP,2021-06-17,3763.0,5,1222.0,5.0,True,2021,6,2,Thursday,Low Value
CUST002155,Antony Costela,antony.costela@mail.com,47.0,masculino,Petrópolis,RJ,2021-06-19,1964.0,2,303.0,4.2,True,2021,6,2,Saturday,Low Value
CUST003217,Sarah Moraes,sarah.moraes@mail.com,52.0,feminino,Várzea Grande,MT,2021-06-20,2144.0,8,1944.0,4.8,True,2021,6,2,Sunday,Medium Value
CUST003310,Guilherme Da Cruz,guilherme.da.cruz@mail.com,38.0,masculino,Recife,PE,2021-06-20,3367.0,7,2634.0,3.5,True,2021,6,2,Sunday,High Value
CUST002258,Yuri Machado,yuri.machado@webmail.com,61.0,masculino,Pelotas,RS,2021-06-21,6839.0,8,1893.0,4.4,True,2021,6,2,Monday,Medium Value
CUST003487,Benjamim Vasconcelos,benjamim.vasconcelos@email.com,35.0,masculino,Recife,PE,2021-06-21,4706.0,9,3160.0,3.2,True,2021,6,2,Monday,High Value
CUST001833,Olívia Novaes,olivia.novaes@correio.net,38.0,feminino,Joinville,SC,2021-06-22,3527.0,7,1976.0,3.7,True,2021,6,2,Tuesday,Medium Value
CUST001214,Paulo Cavalcanti,paulo.cavalcanti@email.com,28.0,masculino,Duque de Caxias,RJ,2021-06-22,5023.0,8,2528.0,5.0,True,2021,6,2,Tuesday,High Value
CUST002457,Sra. Vitória Andrade,sra..vitoria.andrade@correio.net,53.0,feminino,Vitória da Conquista,BA,2021-06-24,2636.0,7,1798.0,3.3,True,2021,6,2,Thursday,Medium Value
CUST002401,Calebe Pinto,calebe.pinto@email.com,48.0,masculino,Juazeiro do Norte,CE,2021-06-24,4460.0,4,1061.0,4.4,True,2021,6,2,Thursday,Low Value
CUST003445,Juan Pereira,juan.pereira@provedor.com.br,57.0,masculino,Rio de Janeiro,RJ,2021-06-25,2923.0,10,2701.0,3.9,True,2021,6,2,Friday,High Value
CUST003314,Ana Luiza Câmara,ana.luiza.camara@provedor.com.br,18.0,feminino,unknown,GO,2021-06-26,3400.0,3,762.0,4.0,True,2021,6,2,Saturday,Low Value
CUST002465,Emanuella Ramos,emanuella.ramos@email.com,38.0,feminino,Sorocaba,SP,2021-06-27,1477.0,3,641.0,3.7,True,2021,6,2,Sunday,Low Value
CUST001672,Emanuel Fonseca,emanuel.fonseca@mail.com,31.0,outro,Ananindeua,PA,2021-06-29,2197.0,14,4033.0,5.0,True,2021,6,2,Tuesday,High Value
CUST001088,Maria Fernanda Rios,maria.fernanda.rios@correio.net,49.0,feminino,Rio Verde,GO,2021-06-30,2683.0,7,1294.0,3.5,True,2021,6,2,Wednesday,Low Value
CUST001463,Danilo Guerra,danilo.guerra@correio.net,18.0,masculino,Maringá,PR,2021-07-03,7113.0,3,694.0,4.3,True,2021,7,3,Saturday,Low Value
CUST002410,José Farias,jose.farias@mail.com,28.0,masculino,Recife,PE,2021-07-03,2603.0,7,1656.0,3.3,True,2021,7,3,Saturday,Medium Value
CUST000618,Esther Da Paz,esther.da.paz@correio.net,18.0,feminino,Salvador,BA,2021-07-06,5478.0,8,2373.0,2.7,True,2021,7,3,Tuesday,High Value
CUST000192,Emanuel Souza,emanuel.souza@webmail.com,51.0,masculino,Rio de Janeiro,RJ,2021-07-09,4048.0,8,1673.0,5.0,True,2021,7,3,Friday,Medium Value
CUST000016,Sra. Zoe Campos,sra..zoe.campos@correio.net,34.0,feminino,Goiânia,GO,2021-07-09,11105.0,5,1943.0,4.6,True,2021,7,3,Friday,Medium Value
CUST002726,Luísa Pacheco,luisa.pacheco@mail.com,51.0,feminino,Brasília,DF,2021-07-12,3286.0,5,1370.0,4.8,True,2021,7,3,Monday,Medium Value
CUST003072,Lara Lopes,lara.lopes@webmail.com,48.0,feminino,Vitória da Conquista,BA,2021-07-13,2453.0,11,2980.0,5.0,True,2021,7,3,Tuesday,High Value
CUST003087,Léo Correia,leo.correia@provedor.com.br,33.0,masculino,unknown,PA,2021-07-13,3509.0,3,849.0,2.6,True,2021,7,3,Tuesday,Low Value
CUST002933,Sara Siqueira,sara.siqueira@provedor.com.br,34.0,feminino,Juiz de Fora,MG,2021-07-14,2112.0,7,1729.0,4.0,True,2021,7,3,Wednesday,Medium Value
CUST001775,Bárbara Barros,barbara.barros@email.com,38.0,feminino,unknown,RS,2021-07-14,1307.0,5,1161.0,3.8,True,2021,7,3,Wednesday,Low Value
CUST004853,Lavínia Gomes,lavinia.gomes@email.com,36.0,feminino,Campinas,SP,2021-07-17,5324.0,7,1999.0,4.6,True,2021,7,3,Saturday,Medium Value
CUST001397,Ana Júlia Cassiano,ana.julia.cassiano@webmail.com,48.0,outro,Porto Alegre,RS,2021-07-18,2417.0,8,1849.0,5.0,True,2021,7,3,Sunday,Medium Value
CUST000354,Dr. Mateus Gomes,dr..mateus.gomes@webmail.com,44.0,masculino,Pelotas,RS,2021-07-21,6611.0,3,1144.0,4.0,True,2021,7,3,Wednesday,Low Value
CUST000169,Erick Pimenta,erick.pimenta@mail.com,47.0,masculino,Recife,PE,2021-07-22,4776.0,5,1271.0,3.5,True,2021,7,3,Thursday,Low Value
CUST002919,Ana Luiza Fernandes,ana.luiza.fernandes@mail.com,31.0,feminino,Contagem,MG,2021-07-25,3861.0,6,1374.0,3.7,True,2021,7,3,Sunday,Medium Value
CUST000857,Marcos Vinicius Cirino,marcos.vinicius.cirino@mail.com,55.0,masculino,Vila Velha,ES,2021-07-27,1690.0,4,619.0,1.4,True,2021,7,3,Tuesday,Low Value
CUST001123,Anthony Gabriel Da Luz,anthony.gabriel.da.luz@mail.com,36.0,masculino,Caxias do Sul,RS,2021-07-27,2503.0,6,925.0,3.9,True,2021,7,3,Tuesday,Low Value
CUST003537,Enzo Gabriel Lima,enzo.gabriel.lima@correio.net,29.0,masculino,Florianópolis,SC,2021-07-27,260164.0,7,2832.0,4.6,True,2021,7,3,Tuesday,High Value
CUST001509,Sr. Oliver Aparecida,sr..oliver.aparecida@provedor.com.br,25.0,outro,Vitória da Conquista,BA,2021-07-28,2053.0,8,1285.0,5.0,True,2021,7,3,Wednesday,Low Value
CUST000642,Rael Freitas,rael.freitas@mail.com,63.0,masculino,unknown,RJ,2021-07-28,2630.0,10,1461.0,4.8,True,2021,7,3,Wednesday,Medium Value
CUST002956,Sra. Manuella Albuquerque,sra..manuella.albuquerque@mail.com,27.0,feminino,Belém,PA,2021-07-31,5677.0,7,1740.0,3.8,True,2021,7,3,Saturday,Medium Value
CUST000847,Luiza Oliveira,luiza.oliveira@correio.net,35.0,feminino,Duque de Caxias,RJ,2021-07-31,3357.5,11,3955.0,3.8,True,2021,7,3,Saturday,High Value
CUST001893,Rafaela Porto,rafaela.porto@correio.net,18.0,feminino,Sobral,CE,2021-08-03,2551.0,9,1424.0,4.7,True,2021,8,3,Tuesday,Medium Value
CUST001114,Dr. Juan Ramos,dr..juan.ramos@provedor.com.br,53.0,masculino,unknown,MG,2021-08-06,2560.0,6,1199.0,3.3,True,2021,8,3,Friday,Low Value
CUST000657,Emanuel Silva,emanuel.silva@webmail.com,18.0,masculino,Juiz de Fora,MG,2021-08-06,2872.0,16,3122.0,2.9,True,2021,8,3,Friday,High Value
CUST000543,Ana Júlia Vieira,ana.julia.vieira@mail.com,37.0,feminino,Juiz de Fora,MG,2021-08-07,3320.0,9,230327.0,4.0,True,2021,8,3,Saturday,High Value
CUST002412,Benjamim Nascimento,benjamim.nascimento@correio.net,32.0,masculino,Sorocaba,SP,2021-08-07,2664.0,9,1609.0,3.5,True,2021,8,3,Saturday,Medium Value
CUST004028,Kamilly Dias,kamilly.dias@email.com,18.0,feminino,Porto Alegre,RS,2021-08-07,900.0,7,1661.0,4.0,True,2021,8,3,Saturday,Medium Value
CUST004763,Giovanna Almeida,giovanna.almeida@email.com,38.0,outro,São Paulo,SP,2021-08-10,2477.0,7,1267.0,3.4,True,2021,8,3,Tuesday,Low Value
CUST002639,Luan Cassiano,luan.cassiano@email.com,50.0,masculino,unknown,BA,2021-08-10,7056.0,7,2130.0,4.0,True,2021,8,3,Tuesday,High Value
CUST004713,Bryan Ferreira,bryan.ferreira@mail.com,35.0,masculino,Petrópolis,RJ,2021-08-10,4389.0,7,2062.0,3.9,True,2021,8,3,Tuesday,High Value
CUST000405,Ayla Vieira,ayla.vieira@webmail.com,38.0,feminino,Manaus,AM,2021-08-10,1811.0,8,898.0,4.2,True,2021,8,3,Tuesday,Low Value
CUST004223,Luiz Fernando Pacheco,luiz.fernando.pacheco@provedor.com.br,32.0,masculino,Juiz de Fora,MG,2021-08-10,3186.0,7,1311.0,4.0,True,2021,8,3,Tuesday,Medium Value
CUST004926,Davi Miguel Marques,davi.miguel.marques@correio.net,44.0,masculino,unknown,PE,2021-08-11,3124.0,3,735.0,5.0,True,2021,8,3,Wednesday,Low Value
CUST000970,João Vitor Sousa,joao.vitor.sousa@webmail.com,32.0,masculino,Curitiba,PR,2021-08-14,1143.0,7,1886.0,3.9,True,2021,8,3,Saturday,Medium Value
CUST002490,Dr. Luigi Rezende,dr..luigi.rezende@mail.com,50.0,outro,Feira de Santana,BA,2021-08-15,3176.0,6,1418.0,2.5,True,2021,8,3,Sunday,Medium Value
CUST001254,Pedro Henrique Vieira,pedro.henrique.vieira@webmail.com,23.0,masculino,Campinas,SP,2021-08-16,1469.0,9,1319.0,4.0,True,2021,8,3,Monday,Medium Value
CUST000531,Thiago Gomes,thiago.gomes@mail.com,28.0,masculino,Sorocaba,SP,2021-08-16,2562.0,5,1062.0,4.0,True,2021,8,3,Monday,Low Value
CUST001337,Carlos Eduardo Da Conceição,carlos.eduardo.da.conceicao@webmail.com,42.0,masculino,São Paulo,SP,2021-08-17,3254.0,10,3222.0,4.9,True,2021,8,3,Tuesday,High Value
CUST002463,Maria Isis Fonseca,maria.isis.fonseca@provedor.com.br,18.0,feminino,Maringá,PR,2021-08-18,5215.0,4,1443.0,2.7,True,2021,8,3,Wednesday,Medium Value
CUST003125,Marcos Vinicius Dias,marcos.vinicius.dias@email.com,55.0,outro,Juiz de Fora,MG,2021-08-18,2564.0,6,1248.0,3.9,True,2021,8,3,Wednesday,Low Value
CUST002753,Mariah Pereira,mariah.pereira@webmail.com,20.0,feminino,Salvador,BA,2021-08-18,2127.0,4,716.0,5.0,True,2021,8,3,Wednesday,Low Value
CUST004097,Aylla Cirino,aylla.cirino@webmail.com,41.0,feminino,Maringá,PR,2021-08-19,2149.0,12,2933.0,4.0,True,2021,8,3,Thursday,High Value
CUST002889,Milena Pacheco,milena.pacheco@webmail.com,44.0,feminino,Juiz de Fora,MG,2021-08-19,1590.0,12,3462.0,3.3,True,2021,8,3,Thursday,High Value
CUST002323,Srta. Bárbara Borges,srta..barbara.borges@webmail.com,42.0,feminino,Porto Alegre,RS,2021-08-20,2169.0,12,3657.0,4.6,True,2021,8,3,Friday,High Value
CUST001684,Antony Silveira,antony.silveira@correio.net,25.0,masculino,Goiânia,GO,2021-08-20,1735.0,4,1043.0,4.4,True,2021,8,3,Friday,Low Value
CUST004674,Paulo Vasconcelos,paulo.vasconcelos@email.com,29.0,masculino,Rio Verde,GO,2021-08-23,2469.0,9,1625.0,5.0,True,2021,8,3,Monday,Medium Value
CUST002989,Valentim Vasconcelos,valentim.vasconcelos@webmail.com,24.0,masculino,Contagem,MG,2021-08-23,1251.0,13,2591.0,4.0,True,2021,8,3,Monday,High Value
CUST000611,Sra. Pietra Pires,sra..pietra.pires@provedor.com.br,34.0,feminino,Campinas,SP,2021-08-25,6300.0,7,2184.0,2.3,True,2021,8,3,Wednesday,High Value
CUST003137,Luísa Pastor,luisa.pastor@email.com,18.0,feminino,Joinville,SC,2021-08-25,1238.0,5,361.0,4.2,True,2021,8,3,Wednesday,Low Value
CUST001885,Sr. Matheus Vargas,sr..matheus.vargas@webmail.com,42.0,masculino,Juazeiro do Norte,CE,2021-08-26,4927.0,3,691.0,4.6,True,2021,8,3,Thursday,Low Value
CUST001524,Dra. Luara Silva,dra..luara.silva@provedor.com.br,45.0,feminino,unknown,MT,2021-08-27,1856.0,6,1366.0,4.0,True,2021,8,3,Friday,Medium Value
CUST003398,Otávio Cavalcante,otavio.cavalcante@provedor.com.br,18.0,masculino,Salvador,BA,2021-08-28,1635.0,4,773.0,3.6,True,2021,8,3,Saturday,Low Value
CUST003513,Dr. Caio Vasconcelos,dr..caio.vasconcelos@webmail.com,19.0,masculino,Duque de Caxias,RJ,2021-08-29,5693.0,6,1475.0,1.0,True,2021,8,3,Sunday,Medium Value
CUST004602,André Pastor,andre.pastor@mail.com,24.0,masculino,Anápolis,GO,2021-08-31,7607.0,7,1905.0,4.0,True,2021,8,3,Tuesday,Medium Value
CUST003672,Vitória Pereira,vitoria.pereira@webmail.com,39.0,feminino,Vitória,ES,2021-08-31,3351.0,7,1935.0,5.0,True,2021,8,3,Tuesday,Medium Value
CUST002005,Maysa Aparecida,maysa.aparecida@mail.com,39.0,feminino,Parintins,AM,2021-09-01,2636.0,5,193223.0,3.5,True,2021,9,3,Wednesday,High Value
CUST000054,Vitor Hugo Vasconcelos,vitor.hugo.vasconcelos@provedor.com.br,18.0,masculino,Florianópolis,SC,2021-09-01,4884.0,7,1477.0,5.0,True,2021,9,3,Wednesday,Medium Value
CUST000306,Nathan Da Mata,nathan.da.mata@mail.com,30.0,masculino,Contagem,MG,2021-09-01,2194.0,9,2715.0,3.1,True,2021,9,3,Wednesday,High Value
CUST002007,Daniela Sá,daniela.sa@correio.net,38.0,feminino,Uberlândia,MG,2021-09-02,4133.0,5,1626.0,4.2,True,2021,9,3,Thursday,Medium Value
CUST000681,Srta. Daniela Cavalcante,srta..daniela.cavalcante@email.com,31.0,feminino,Londrina,PR,2021-09-02,3629.0,8,2050.0,4.0,True,2021,9,3,Thursday,High Value
CUST003897,Dra. Clara Duarte,dra..clara.duarte@email.com,25.0,feminino,unknown,RS,2021-09-04,5266.0,8,2294.0,5.0,True,2021,9,3,Saturday,High Value
